protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,new_half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,05h_A,1h_A,2h_A,4h_A,8h_A,12h_A,0h_B,05h_B,1h_B,2h_B,4h_B,8h_B,12h_B,0h_C,05h_C,1h_C,2h_C,4h_C,8h_C,12h_C
Tb927.11.15850,0.7888065775860114,0.03552056184132656,2.7464223870003197,0.3726098466855463,0.10668905814179963,0.036630036621119896,2.25374907955355,1.0,0.013534095625611791,Tb927.11.15850,kinteoplast poly(A) polymerase complex 1 subunit,1,GO:0048255|mRNA stabilization; GO:0003723|RNA binding; GO:0000963|mitochondrial RNA processing; GO:0031019|mitochondrial mRNA editing complex; GO:0005739|mitochondrion; GO:0005763|mitochondrial small ribosomal subunit; GO:0005737|cytoplasm; GO:0043631|RNA polyadenylation,,0.7768489893542185,0.6771175501235924,0.4666159398374968,0.2949489045701408,0.12646204883650458,,,0.7455304258644267,0.7040594364136331,0.4855427541963266,0.288183724478203,0.11958973973107805,,0.9465606442593766,0.8147177790155412,0.6424561434606636,0.4826853259575404,0.3036762638216696,0.16077394190657007,
Tb927.11.15870,0.9773864114706174,,9.94945248295021,,2.456556291718925e-09,,6.855899549617073,9.0,0.017805053867736637,Tb927.11.15870,"hypothetical protein, conserved",1,GO:0005737|cytoplasm,0.9085507335716928,0.9556697298481476,0.8820729428790512,0.8290471611721612,0.6612483912483914,0.4606172352273342,0.3005691503414486,1.003459411234927,0.930202899077236,0.9053678045059528,0.8026841691910692,0.7122768764659891,0.40348980427235104,0.3017201996834287,0.9022296855787809,0.8931360390706171,0.8457189795583093,0.7936766747281702,0.6353625070581593,0.3966430680401549,0.2823696709363673
Tb927.11.15900,1.0789888502604188,0.1658875774633371,7.822001604629951,2.814609789695375,7.692708692275119e-10,0.045225089181621006,5.381262952204747,5.0,0.0317342524738372,Tb927.11.15900;Tb927.11.15880,"60S ribosomal protein L27, putative;60S ribosomal protein L27, putative",1,GO:0006412|translation; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0005737|cytoplasm,1.0480568446566263,1.0310786364953166,1.0011941217379408,0.9009461161407364,0.6553632109568196,0.37179141483941497,0.2315517654841644,1.044296382080108,1.0345021210600742,0.9950239545392721,0.8975597909415465,0.6670465257912707,0.37539699207229066,0.2201122359989384,1.0421790743898816,1.0360760262581323,0.9713018099314186,0.8869226235426301,0.6464556223876032,0.3872877785028433,0.22480542760221392
Tb927.11.15890,,,,,,,,none,,Tb927.11.15890,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,
Tb927.11.1590,,,,,,,,none,,Tb927.11.1590,"hypothetical protein, conserved",0,GO:0005654|nucleoplasm; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,
Tb927.11.15910,1.1040180322866615,,7.119224927835706,,5.8417517490028095e-09,,4.894135311947394,3.0,0.034850927213102234,Tb927.11.15910,iron superoxide dismutase,1,GO:0006801|superoxide metabolic process; GO:0005829|cytosol; GO:0020015|glycosome; GO:0046872|metal ion binding; GO:0004784|superoxide dismutase activity; GO:0005654|nucleoplasm; GO:0005737|cytoplasm; GO:0055114|oxidation-reduction process,1.0142326514839075,1.0066720298387393,0.9747134407104586,0.8384208005335543,0.5964428936962084,0.3539031715832056,0.1915304422883266,1.0246947989966482,1.0152786937367675,0.9717669102492038,0.8257640682719012,0.5963648484848485,0.35509060808422777,0.20085944080397733,1.022215218967133,1.0180443209469054,0.9749988600800016,0.8162289736707433,0.6062573505437391,0.3429377583651822,0.1946838803580526
Tb927.11.15930,0.784365153174168,0.45195691672033506,5.41651664861984,5.223084834081408,0.16357127559101706,0.4669520381021817,4.967021607479741,3.0,0.029084494262659133,Tb927.11.15930,"Sybindin-like family, putative",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0020016|ciliary pocket; GO:0030008|TRAPP complex; GO:0005737|cytoplasm; GO:0016192|vesicle-mediated transport,,0.9127822817026268,0.7760745488758444,0.7630084353741498,0.5248768507387739,0.3413144888145516,0.18533753738135486,0.8927096204766107,0.8926186686151196,,,0.5156503553238481,0.36617669354973376,,0.922578850919493,,,,0.5425041679474895,0.4187871196036802,0.2006151069398069
Tb927.11.15940,0.9211077048938828,0.022530913193365185,5.664032614945902,0.5675688559625535,0.12869680905782646,0.031351998603837285,4.729091124387803,3.0,0.019953493106676462,Tb927.11.15940,"hypothetical protein, conserved",1,GO:0005737|cytoplasm,,0.9449863781779542,,0.7851896175829356,0.5683316769609437,0.3772528549496309,0.22400142804641152,,0.9487878300543812,0.8983059611868829,0.7525387809333997,0.6010504704875963,0.3443765823455822,0.2467416104720349,,0.8813335249317432,0.9061723915788388,0.7627176381086143,0.5599146718146719,0.3594358521508767,0.2290568595456257
Tb927.11.15960,0.8353943710148206,0.038407077501012035,4.530693282375172,0.4557554403944887,0.04941796138174803,0.04266070661421169,3.3726046021178324,1.0,0.01271405016753626,Tb927.11.15960,"amino acid transporter, putative",1,GO:0005275|amine transmembrane transporter activity; GO:0016021|integral component of membrane; GO:0005783|endoplasmic reticulum; GO:0006865|amino acid transport,,0.7820918786305042,0.749921207883925,0.5661363362576929,,0.11305813324455913,0.16985792723602966,,,0.7196305805292715,0.6311731843575419,0.24782419187238466,0.2327017042879159,0.07056347055281485,,0.809885950526172,0.7027493918825617,0.5499390046376411,0.4870330208946674,0.2400873125413192,
Tb927.11.15970,1.0602789976898248,,8.166019192152838,,4.0246053156778325e-09,,5.61971779829881,5.0,0.05366386032058342,Tb927.11.15970,"Guanine nucleotide exchange factor in Golgi transport N-terminal/Sec7 domain containing protein, putative",1,GO:0032012|regulation of ARF protein signal transduction; GO:0005737|cytoplasm; GO:0020016|ciliary pocket; GO:0005086|ARF guanyl-nucleotide exchange factor activity,0.9690368620207848,1.0009478923111856,0.9285388874544568,0.8232510726007909,0.6533068009425131,0.4155477752517051,0.26452454766597416,,0.9667831270439212,0.958488359014734,0.8597921097278309,0.6478015345268543,0.4028931501230517,0.2331207792788097,0.8757860150567821,0.9580306912519684,0.9423983519692479,0.8420189571519234,0.6643032179980066,0.4385091055402971,0.2430258664513621
Tb927.11.15980,1.0602378506514605,,4.32415452482767,,2.533053766740068e-10,,2.956740106294043,1.0,0.0049800938868419225,Tb927.11.15980,"hypothetical protein, conserved",1,none,,0.9089863549071798,0.8395932383632054,0.6722438364441177,0.43686738416636267,0.15853640239328126,,,,0.8529617597832152,0.6859132315010734,0.4094861424573441,0.17521584336407692,,,0.96274418651051,0.8309818905620716,0.650044802191199,0.4300984824186769,0.1525724923507944,
Tb927.11.15990,1.0145917064072476,,10.59740198058578,,3.747777643781092e-10,,7.305023896081447,10.0,0.02379745546464493,Tb927.11.15990,Nucleoporin NUP109,1,GO:0031080|nuclear pore outer ring; GO:0005634|nucleus; GO:0005643|nuclear pore,0.9765549776330156,0.945335530133466,0.906920682031254,0.8683835482380232,0.6791106876095042,0.4945719997799014,0.2998498963342489,0.9752929549842184,0.9582349370425614,0.9241920355724359,0.8627480554313813,0.6908496591206391,0.44868751371516347,0.3130644477533503,0.9179549101193876,0.9724977609413904,0.942916749646104,0.8461518394250434,0.7129504412763069,0.4530436876912447,0.3316967368952005
Tb927.11.160,0.9835741859349478,0.4571858412026318,9.016258492385145,7.003026714752072,1.1892773432720105e-09,0.22562717383338976,6.209058752112705,7.0,0.04074005323349845,Tb927.11.160,"hypothetical protein, conserved",1,none,,0.8975568852634971,0.8895649983020584,0.8156577145747851,0.6723254835871204,0.3573093661305582,,0.9263417131604856,0.9670000715845236,0.9299130034161476,0.78446322454944,0.6910279626526216,0.3926650932177031,0.3603806170355466,0.8746178756358391,0.9964617261576312,0.9006982021506418,0.7837546339442892,0.6373268103119254,0.3465449224674792,0.20826871165644173
Tb927.11.1600,1.0008364130458394,0.2400319065297985,9.16569393075218,5.391136201996627,1.2188694498149744e-11,0.009967166540540195,6.312639494172273,8.0,0.04235843587334764,Tb927.11.1600,"tatD related deoxyribonuclease, putative",1,"GO:0004536|deoxyribonuclease activity; GO:0016788|hydrolase activity, acting on ester bonds",0.9536557458472068,0.9064070656544316,0.892435966567808,0.8432196587277389,0.7092937252772824,0.4167280758737171,0.24483344021453976,0.9447263551362728,0.8707909602494714,0.8679699019764167,0.8416650616175632,0.6169290265122971,0.4580657616085959,0.2698881022580816,0.8659666592822329,0.9173412602693076,0.8633089917572947,0.8650762224681469,0.7075955041077939,0.4252325155925156,0.2593377850957434
Tb927.11.16000,,,,,,,,none,,Tb927.11.16000,"exonuclease, putative",0,GO:0020015|glycosome; GO:0031981|nuclear lumen; GO:0005737|cytoplasm; GO:0004527|exonuclease activity,,,,,,,,,,,,,,,,,,,0.3368334107182131,,
Tb927.11.16010,0.923487496780136,,10.764815150578464,,9.039879955707878e-12,,7.421065859062333,10.0,0.030996324840637562,Tb927.11.16010,"hypothetical protein, conserved",1,GO:0005794|Golgi apparatus,0.928136217948718,,,0.8188632498091578,0.6419995315375606,0.4041762955361724,0.2731444406285897,0.917226060838288,,,0.884059844634123,0.6279966083256008,0.4900256761713547,0.3046248821659543,,,,0.7777781706134376,0.7435049829351537,0.4074933445177812,0.3010614089293991
Tb927.11.16020,1.1226843808142308,0.17506679187509425,1.3635755547130732,0.5573897515499793,0.19734853946547412,0.10903671413770956,1.1569256301223656,1.0,0.06802731180041953,Tb927.11.16020,"RNA-binding protein, putative",1,GO:0003723|RNA binding; GO:0005730|nucleolus; GO:0003676|nucleic acid binding; GO:0006396|RNA processing,0.3869335865417346,0.9082411563822248,0.7272275862068966,0.4558377911993098,0.30312198348822583,,,,0.893317500413815,0.7477802782905013,0.4524381146151237,0.2700007577814308,,,,0.7214080140907089,0.7457329632199862,0.4072697882133757,0.23006551586758875,0.20349661975474115,0.5162496126214959
Tb927.11.16030,1.028453224656972,,8.99055053502331,,6.729798940341425e-10,,6.191239348963,7.0,0.023201591281550787,Tb927.11.16030,proteasome regulatory non-ATP-ase subunit 7,1,GO:0004175|endopeptidase activity; GO:0005838|proteasome regulatory particle; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,1.0276246442995274,0.9902244286261596,0.9730138436536996,0.8362906889942501,0.6428612806662543,0.41974934478618897,0.2651027493700904,1.0282145712851218,1.003896284655966,0.9520590146183,0.8567651102601038,0.6223777821036922,0.42475611160550697,0.2473520300324932,1.0248657758281696,1.0068521771168486,0.984117612715835,0.8230171945500705,0.6701679222398743,0.4090525050100201,0.273785481304067
Tb927.11.16040,0.7050326135027234,0.3481689253747648,6.745516449880536,7.160484768843068,0.04831679210176243,0.3815216543876476,5.109830897579641,4.0,0.06355923533147789,Tb927.11.16040,"prefoldin subunit, putative",1,GO:0005737|cytoplasm,,0.8878139378980408,0.5368267813991867,0.536242575937553,0.3510825256975037,0.2436078765008576,0.238494215220314,0.5643425187884311,0.7984016256554591,0.7818988785444605,0.7089547825779414,0.36384709727626463,0.2867708188106601,,0.726868644250226,0.7063414107381971,0.7748684350566949,0.5380208027221406,0.483849150506264,,
Tb927.11.16050,0.9044689872870426,0.06868491800673425,6.666597448573698,1.1963235965045875,0.045305698684711786,0.07952806097108828,4.91998249216675,3.0,0.011578900626549395,Tb927.11.16050,"CS domain/TPR repeat, putative",1,GO:0005515|protein binding; GO:0005737|cytoplasm,,0.8505019097571228,0.8102650979224069,0.7083534008573271,0.5151478863254269,0.33347539173314544,0.18198565540764605,0.8341769205539744,0.839068866525758,0.8423705672383022,0.7635280211942123,0.5157266362252664,0.3115224620149037,0.15181518673135508,,0.901887157842468,0.8608681196290608,0.6880908261153023,0.5739783491862701,0.30653581876027586,0.2593039845455545
Tb927.11.16060,,,,,,,,none,,Tb927.11.16060,"zinc finger protein, putative",0,GO:0046872|metal ion binding; GO:0005737|cytoplasm; GO:0008270|zinc ion binding,,0.8265659621396846,,0.32824130775111954,,,,,,,0.4567407407407408,,,,,,0.6635233919602211,,,,
Tb927.11.16070,,,,,,,,none,,Tb927.11.16070,TFIIH basal transcription factor subunit,0,GO:0005634|nucleus; GO:0005654|nucleoplasm,,,,,,,,,,,,,,,,,,,,0.3891068479645072,
Tb927.11.16080,0.9422550610186688,0.015864229083602487,5.982061906658847,0.5540801908070255,0.028217678363024364,0.02521744536332241,4.286017664937103,2.0,0.015013370509315897,Tb927.11.16080,"Soluble NSF attachment protein, SNAP, putative",1,GO:0005515|protein binding; GO:0005737|cytoplasm,0.9470874056082734,0.8513526924359133,0.8297386222126291,0.7122589712358287,0.4932970696765792,0.28670251880392683,0.16181755785225732,0.9355989649975832,0.8983752701710915,0.8556046518957422,0.6945295707102338,0.4718717960309209,0.2399055912007333,0.15550199028232264,0.9808603480257928,0.8663334991066658,0.8561236821873262,0.7014180116883327,0.5201966442804264,0.27444411700975085,0.15446067070487918
Tb927.11.16090,1.0047181165580945,0.15498639209735313,9.45667815982483,3.33895931949994,7.635714283082963e-11,0.014747204302943188,6.514334392744727,8.0,0.03605556295936301,Tb927.11.16090,"Outer dynein arm docking complex protein 2, putative",1,GO:0070286|axonemal dynein complex assembly; GO:0005929|cilium; GO:0005858|axonemal dynein complex; GO:0005930|axoneme,0.9630194944189788,0.9332928056959164,0.9475859379480416,0.8793080770655798,0.7199730399752091,0.43445762123840415,0.2863013055843904,0.951235797806706,0.9712430941200856,0.954298996925292,0.8727235686140974,0.7036595368432003,0.4486419608266836,0.2820553969507381,0.9681176204157214,0.9671350550772934,0.9176003792963596,0.8471497584541063,0.7111591890343585,0.4502196870166802,0.28002762253109004
Tb927.11.1610,0.8454198274507834,0.10103296514747784,5.934672149943882,2.146356343071624,0.1304174276639194,0.1345675538678645,5.057606780899496,4.0,0.01710742208756156,Tb927.11.1610,"Exocyst complex component Sec6, putative",1,GO:0000145|exocyst; GO:0020016|ciliary pocket; GO:0006887|exocytosis; GO:0005737|cytoplasm,,,0.8393824401981811,0.7285730760939858,0.5860384397163121,0.3529186134884182,0.21127592772550227,,,0.8723388830480017,0.7105880915201304,0.6035116241261584,0.3323205342237062,0.2706826321621332,,,0.8783905527924786,0.6947211650167717,0.5587380661888058,0.3644324858434994,0.19023274291557454
Tb927.11.16100,0.9034768299161626,,9.308398323638286,,3.430677963933704e-11,,6.411554641995122,8.0,0.03222729714930888,Tb927.11.16100,"ubiquitin carboxyl-terminal hydrolase, putative",1,GO:0097014|ciliary plasm; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0004843|thiol-dependent ubiquitin-specific protease activity; GO:0036459|thiol-dependent ubiquitinyl hydrolase activity; GO:0004197|cysteine-type endopeptidase activity; GO:0005739|mitochondrion; GO:0016579|protein deubiquitination; GO:0005737|cytoplasm,0.9034658965949188,0.8223251417436006,0.7778566375661916,0.7607055584794138,0.6090122209081461,0.3578521796514111,0.2200059323129985,0.9015782411719208,0.8181911459136731,0.9284901866449552,0.7797134891700623,0.6129361462939369,0.3636443266615525,0.2179148104475924,0.8813712129853039,0.8457937825614015,0.9057622651009196,0.7907376594564614,0.5877156548900919,0.3791560338830463,0.25691379971417616
Tb927.11.16110,1.0270059592172114,,9.762497725164321,,9.36531074913205e-10,,6.726312370354748,9.0,0.00740026100259497,Tb927.11.16110,"integrin alpha chain protein, putative",1,GO:0007160|cell-matrix adhesion; GO:0005794|Golgi apparatus; GO:0016021|integral component of membrane; GO:0008305|integrin complex; GO:0005737|cytoplasm,1.0269894932609371,0.9648157896908238,0.9185551931608696,0.8318984425918542,0.6902889176118623,0.4429614845699053,0.2959133972955449,1.01902879048353,0.9916733843219756,0.9394669620886904,0.8465472042792498,0.7105519907344735,0.4261970349611639,0.3052084360631705,1.029114259649328,0.9886206947047798,0.9400733407414892,0.8315367285551292,0.6817922468830695,0.4510725559944944,0.2968097776711178
Tb927.11.16120,0.9716081031130614,0.07888529490865091,9.577834561167595,1.8381252511400197,0.011551132290158472,0.08989444893832707,6.7121642286443,9.0,0.025878975059308428,Tb927.11.16120,"hypothetical protein, conserved",1,GO:0042162|telomeric DNA binding,0.9449965056384328,0.919768673446181,0.7475602558533188,0.7685733736571048,0.6288236472646264,0.4217952899210134,0.3514113650401483,,0.9458054784108516,,0.7406291163654547,0.6627608546303929,0.4632490113043784,0.2827148990908617,,0.9602463122099169,0.9327083916763349,0.8043568027131874,0.668773973575792,0.505570749792257,0.2945463558047313
Tb927.11.16130,0.9709360203291786,,8.710835962287554,,1.8115065003598832e-10,,5.997355977279178,7.0,0.04390883550261776,Tb927.11.16130,nucleoside diphosphate kinase,1,GO:0006241|CTP biosynthetic process; GO:0005634|nucleus; GO:0006183|GTP biosynthetic process; GO:0097014|ciliary plasm; GO:0006228|UTP biosynthetic process; GO:0005524|ATP binding; GO:0004550|nucleoside diphosphate kinase activity; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,0.96993803686471,0.9475199565628248,0.9146135061734032,0.8439637062569125,0.6542084036766086,0.3553641216724589,0.20807203344409908,0.9688076892225372,0.9424977196549259,0.9519297180336086,0.8356470406746542,0.6386007359549609,0.3818667886550777,0.2030883899531472,0.9667413951758632,0.9801187199641078,0.9121741006493282,0.8526876339281425,0.6663015490654617,0.39190692404532107,0.2146886861635036
Tb927.11.16140,,,,,,,,none,,Tb927.11.16140,DNA replication licensing factor MCM7,0,GO:0071162|CMG complex; GO:0005634|nucleus; GO:0005524|ATP binding; GO:0042555|MCM complex; GO:0003677|DNA binding; GO:0006270|DNA replication initiation; GO:0005654|nucleoplasm; GO:0005737|cytoplasm; GO:0044786|cell cycle DNA replication,,,,0.5019472300171194,0.39490305516937374,0.44825241130351395,0.1357729152173057,,0.6982166325004155,,0.5897264092839315,0.4579825810233649,0.2490957364916877,0.11867364663890545,,,0.7582221905152582,0.625607388051223,0.4074202437731849,0.21960062162453264,
Tb927.11.16150,1.0267328627048835,0.03186437022558625,7.680138282039742,0.7735183764600988,0.02783615864448752,0.044924640660966166,5.492417299014879,5.0,0.034942536054627805,Tb927.11.16150,"tubulin binding cofactor A, putative",1,GO:0051082|unfolded protein binding; GO:0007023|post-chaperonin tubulin folding pathway; GO:0006457|protein folding; GO:0048487|beta-tubulin binding; GO:0007021|tubulin complex assembly,1.0109048885546663,0.973513067784766,0.9441833998364272,0.826750332715581,0.6348888646684833,0.4175735377294093,0.29674701411509224,0.973303193397919,0.8874514069240046,0.943101564324072,0.8544587036527049,0.6379355293040616,0.383942189930494,0.2479253770320559,1.0221589447290964,0.9104958335251602,0.9657287042125636,0.8603755556946966,0.6386474325806651,0.4086541654122404,0.2379701174961278
Tb927.11.16160,1.0868152002137572,,6.9711351455873976,,6.621432291353813e-10,,4.791487263762875,3.0,0.02632017400670188,Tb927.11.16160,ATP binding protein-like protein,1,GO:0004362|glutathione-disulfide reductase activity; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005737|cytoplasm; GO:0055114|oxidation-reduction process,1.0426838241422256,1.0069629612325228,0.9587952486480158,0.8499098419811068,0.5998094349829319,0.3205390583639119,0.19023701465389525,1.0261946261113617,1.0002167891436569,0.955612264136522,0.8426530070628522,0.6193283895642182,0.32031169480032834,0.1924530585125182,1.0337329163388236,1.011898819256397,0.9640950100885494,0.8308632587456666,0.6305551322018244,0.3061692395220937,0.16709181490948932
Tb927.11.16170,1.0449648651480046,,6.360310728029895,,1.030187046779929e-09,,4.36809604291689,2.0,0.0050473904140555465,Tb927.11.16170,"hypothetical protein, conserved",1,GO:0005737|cytoplasm,,,0.8542750847486794,0.7463207934534309,0.5641601269972738,0.2525347740608401,,,0.8676532374607874,0.8960541467426916,0.8067633383918481,0.5658871912037701,0.2747832694828108,,,,0.9145676134187052,0.7570681260017186,0.5412651617692005,0.3471555046121937,
Tb927.11.1620,0.9301217058774838,,7.7315480316975345,,3.853513064200343e-10,,5.318565310798992,4.0,0.030274376558795817,Tb927.11.1620,"hypothetical protein, conserved",1,GO:0005739|mitochondrion,,0.9476411922102824,0.918568930825542,0.7949396442554576,0.5827354370641685,0.333067305519143,0.2052255633752755,0.9323889779790168,,0.8439309353073456,0.5486793661689835,0.53890166629065,0.33828800443937485,0.17986440053004552,0.9131190967768488,,0.8813524159465326,0.7643772010306039,0.6366025860837262,0.3278515352283252,0.19403864759980866
Tb927.11.16200,0.7687067190206647,,6.4004828548964685,,2.241186791707151e-09,,4.395941251669134,2.0,0.02832309763688577,Tb927.11.16200,cytoskeleton-associated protein 17,1,GO:0000226|microtubule cytoskeleton organization; GO:0015630|microtubule cytoskeleton; GO:0000281|mitotic cytokinesis; GO:0070417|cellular response to cold,,0.6468823102759521,0.5837103500616639,0.5746920594817999,0.4464033378328629,,,0.7827385336128948,,0.6394373762480516,0.6106326508266725,0.3505404355338993,0.18110070302719014,,0.7568561393402621,,0.6211797595190379,,0.531069936089338,0.22507615244750265,
Tb927.11.16210,,,,,,,,none,,Tb927.11.16210,"cAMP response protein 1, putative",0,GO:0030552|cAMP binding; GO:0030551|cyclic nucleotide binding; GO:0005737|cytoplasm,,,,,,,,,,,,,0.5210950738385255,,,,,0.6397852566537517,0.5202215725359912,0.43186588623987937,
Tb927.11.16220,,,,,,,,none,,Tb927.11.16220,"Cytochrome b-c1 complex subunit, putative",0,GO:0005739|mitochondrion; GO:0005750|mitochondrial respiratory chain complex III,,,,,,,,,,,,,,,,,,,,,
Tb927.11.16230,0.9599621425977454,,8.703781686516836,,1.5137915365670553e-09,,5.992466337936536,none,0.1183945187431264,Tb927.11.16230,"hypothetical protein, conserved",0,GO:0005515|protein binding; GO:0005634|nucleus; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,0.7954270812186705,0.8431331245627478,0.8092733883647801,0.7764900820035461,0.6096270995800841,0.4220094767370614,0.2429123069395593,0.8788350309236727,0.8450445159052934,0.8257005347593583,0.7611929727486513,0.6114986047088493,0.3950336302354677,0.23269208265328126,0.8839142958577612,0.1776335407338489,0.7382280556403437,0.7633718568245609,0.6404000543868851,0.43949840306611293,0.2419866918991515
Tb927.11.16240,,,,,,,,none,,Tb927.11.16240,"RING-variant domain containing protein, putative",0,GO:0016021|integral component of membrane; GO:0005737|cytoplasm; GO:0008270|zinc ion binding,1.040031955403761,,0.7693818373533676,0.6254172294261138,0.4208981756645205,0.5626460454189508,,,,,0.43794592823201706,0.4012149419566592,,,1.029230710828509,,,0.5729800654489511,,,
Tb927.11.16250,,,,,,,,none,,Tb927.11.16250;Tb927.11.16250,"PIN domain containing protein, putative;PIN domain containing protein, putative",0,GO:0005737|cytoplasm,,0.8762967529101278,,0.8292274085369634,0.5770390414647281,0.4717682140864579,,,,,0.7452442673639214,0.5304016218886827,0.4799217420604835,0.2434984709480123,,,,,,0.422216767775376,
Tb927.11.16270,,,,,,,,none,,Tb927.11.16270,"TFIIH basal transcription factor complex helicase XPB subunit, putative",0,"GO:0006281|DNA repair; GO:0005634|nucleus; GO:0005524|ATP binding; GO:0005675|transcription factor TFIIH holo complex; GO:0006351|transcription, DNA-templated; GO:0003684|damaged DNA binding; GO:0003677|DNA binding; GO:0005737|cytoplasm; GO:0016787|hydrolase activity",,,,,,,,,,,,,,,,,,,,,
Tb927.5.1110,1.1192856057869631,,8.044037386671413,,2.8373412508386764e-09,,5.535166443218212,5.0,0.037993401398378486,Tb927.5.1110;Tb927.11.16280,"60S ribosomal protein L8, putative;60S ribosomal protein L8, putative",1,GO:0006412|translation; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0032403|protein-containing complex binding,1.0444569999536888,1.025602908898923,1.000132679712753,0.8775989933697916,0.6248017633392244,0.3881581037906917,0.21927826395458846,1.0374603065607668,1.020564432249309,1.0031477123527626,0.8757601096311969,0.6417782210118523,0.3802779412698749,0.24036550538133056,1.0390826131387123,1.0356076013563906,1.0008824544184691,0.8775258511736502,0.6416143046131524,0.3842893552513147,0.2349525800662362
Tb927.11.1630,0.8614580247876641,0.1177602697476096,5.341328584811588,1.955673594661608,0.08515408130275247,0.14313184515490396,4.211641958279485,2.0,0.03338698058441628,Tb927.11.1630,"LSU ribosomal protein, mitochondrial, putative",1,GO:0005739|mitochondrion; GO:0005762|mitochondrial large ribosomal subunit,,,,0.5656219369894984,0.4832221634021529,0.2818686420136128,,,,0.8045253951800986,0.6352845741994142,0.5235772195755739,0.208209815965498,0.150923119090037,,0.8055003272768312,0.7952124577839954,0.65618379870012,0.5424150724331742,0.2662165890901785,0.2621682912969357
Tb927.11.16300,,,,,,,,none,,Tb927.11.16300,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,,0.8167799631556134,0.5638281207258139,0.44065888517227664,,,,,0.8258178800094855,0.5886079767042797,,,,,,,0.5161779207486475,0.4325460412632982,
Tb927.11.16320,,,,,,,,none,,Tb927.11.16320,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,,,0.7332476413745782,0.5138359641985354,,,,,0.8746536320977776,0.7411594982696974,0.6642358714921953,1.0064616703977778,,,,0.7126145482222465,,0.564195768012974,
Tb927.11.16330,0.9693435236744744,,9.422783975560275,,1.777089586596503e-10,,6.490840735486873,8.0,0.011779110532455964,Tb927.11.16330,"hypothetical protein, conserved",1,GO:0005634|nucleus,0.5222352706006571,,0.9119696702735872,0.7931724838068547,0.682014110987567,0.39441893709410897,0.25255457311762963,,,,0.7674091113779645,0.6085847107438017,0.4264529855308743,0.2936485794727413,,,0.8507691122783777,0.7825704237336207,0.6742549422283071,0.4267214576088553,0.2240643831521312
Tb927.11.16340,0.8838924433880784,0.0537765876571226,5.443954511754526,0.7683366394443428,0.10142629183206653,0.057667364554678316,4.389333333919599,2.0,0.029866686417320425,Tb927.11.16340,"Importin-beta N-terminal domain/HEAT-like repeat, putative",1,GO:0006886|intracellular protein transport; GO:0008536|Ran GTPase binding; GO:0005654|nucleoplasm; GO:0005737|cytoplasm; GO:0005488|binding,0.9142996855393228,0.9286991202604514,0.8434649186994999,0.6471252109348634,0.5193429593977539,0.29671991558098954,0.20086757343397216,,0.9183102853589266,0.8162160884974762,0.6634340231225104,0.5286230319625086,0.2856675971393061,0.1956374672347851,0.9421146800274468,0.9344303461568004,0.8350186480721151,0.6963600883031968,0.5330941423122585,0.26189645587213345,0.21518287101524253
Tb927.11.16350,0.893818528221525,0.050207753008290126,5.895143304864348,0.8705007280223642,0.2193370070377283,0.062035177738299176,5.689028571428854,6.0,0.058590429083396185,Tb927.11.16350,"hypothetical protein, conserved",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm; GO:0016192|vesicle-mediated transport,,0.9934394417846591,0.973985163301437,0.8602809767862527,0.6815567706024334,0.4721780196361976,0.35791442953020136,,,0.9696953359676524,0.8464145223449595,0.6477770165941966,0.4663741916020891,0.2851545990455694,0.9737249577739632,0.8040126236371165,0.9876271508559568,,0.6848574216324576,0.43712433794719335,0.3469420167356944
Tb927.11.16360,,,,,,,,none,,Tb927.11.16360,"hypothetical protein, conserved",0,GO:0005515|protein binding; GO:0005739|mitochondrion,,,,,,,,,,,,,0.2576197117619712,,,,,0.8044511893060743,0.7477633936870283,,
Tb927.11.16370,1.0455104216673885,0.3625370161856543,8.69818743632075,5.33594869873803,4.7250967583067904e-09,0.18381116146582252,5.988588724599183,7.0,0.036169189238833416,Tb927.11.16370,"SHQ1 protein, putative",1,GO:0097014|ciliary plasm; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,1.0351594289848425,0.9597486743289512,0.9958269493217221,0.8732893368587299,0.7143553361932439,0.3974967528811142,0.2862694079900849,,0.9358130372701576,1.005571819884586,0.7926552150146389,0.5728015523168751,0.3902666333345238,0.25829997466430205,1.0300244326750028,,0.9948259699242724,0.7088487709856877,0.5966714982097407,0.4025147918914315,0.2763359736324491
